PDBID	CHAIN	EMBID	size	Tm	Te	taxid	organism	group
2UY6	B	CAA27126.1	163.0		37.0	562.0	escherichia_coli	Bacteria
3L18	A	ACJ16773.1	168.0			523850.0	thermococcus_onnurineus	Archaea
1C8Z	A	AAC52512.1	265.0			10090.0	mus_musculus	Eukaryota
1SQH	A	AHN59995.1	312.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
4PPY	A	CAH09444.1	210.0		37.0	272559.0	bacteroides_fragilis	Bacteria
2OLR	A	AAA58200.1	540.0		36.0	83333.0	escherichia_coli	Bacteria
4RAS	A	EKF18105.1	704.0			391937.0	nitratireductor_pacificus	Bacteria
4JQR	A	EDM20206.1	229.0		37.0	411901.0	bacteroides_caccae	Bacteria
3WDH	A	AEW23439.1	710.0		55.0	1070988.0	anoxybacillus_sp	Bacteria
2EZ2	A	CAA47388.1	456.0		36.3	546.0	citrobacter_freundii	Bacteria
4M2A	A	CAJ03894.1	505.0		24.0	5664.0	leishmania_major	Eukaryota
2UWF	A	BAA00055.1	356.0		30.0	86665.0	bacillus_halodurans	Bacteria
3KW6	A	AAB88187.1	78.0		37.0	9606.0	homo_sapiens	Eukaryota
4MMG	A	AAC73329.1	95.0		36.0	83333.0	escherichia_coli	Bacteria
3RJU	A	CAL19884.1	351.0		37.0	214092.0	yersinia_pestis	Bacteria
4PO2	A	BAB63300.1	235.0		37.0	9606.0	homo_sapiens	Eukaryota
1DI2	A	AAA49947.1	69.0		15.0	8355.0	xenopus_laevis	Eukaryota
3DT5	A	AAB90326.1	135.0		81.0	2234.0	archaeoglobus_fulgidus	Archaea
1UAD	C	AAC01578.1	99.0			10116.0	rattus_norvegicus	Eukaryota
2DDQ	H	AAF69329.1	213.0			10090.0	mus_musculus	Eukaryota
2P57	A	CAD39004.1	144.0		37.0	9606.0	homo_sapiens	Eukaryota
3EEA	A	AAR34334.1	162.0		30.0	35554.0	geobacter_sulfurreducens	Bacteria
2YCH	A	AAS81355.1	377.0		71.0	262724.0	thermus_thermophilus	Bacteria
2OZL	A	AAA60227.1	365.0		37.0	9606.0	homo_sapiens	Eukaryota
1CVR	A	AAB41892.1	435.0		37.0	837.0	porphyromonas_gingivalis	Bacteria
1GO3	F	AAB98020.1	107.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
2YXO	A	BAD70154.1	267.0		72.0	274.0	thermus_thermophilus	Bacteria
3A1Y	G	BAA31126.1	284.0		95.0	53953.0	pyrococcus_horikoshii	Archaea
3KAW	A	AAG05495.1	140.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
4MQ1	A	AAD31169.1	361.0		37.0	9606.0	homo_sapiens	Eukaryota
3NHI	A	AAL16043.1	296.0			30069.0	anopheles_stephensi	Eukaryota
1W9P	A	AAO61686.1	433.0		26.0	746128.0	neosartorya_fumigata	Eukaryota
3D6W	A	AAS40871.1	111.0		30.0	222523.0	bacillus_cereus	Bacteria
1QQG	A	AAH53895.1	264.0		37.0	9606.0	homo_sapiens	Eukaryota
1YOA	A	BAD70243.1	159.0		71.0	300852.0	thermus_thermophilus	Bacteria
4E5V	A	EDN86129.1	281.0		37.0	411477.0	parabacteroides_merdae	Bacteria
3N4H	A	BAB97455.1	148.0		30.0	1718.0	corynebacterium_glutamicum	Bacteria
4BMH	A	EDY53444.1	262.0		26.0	463191.0	streptomyces_sviceus	Bacteria
3F75	P	ABD64744.1	106.0		35.0	383379.0	toxoplasma_gondii	Eukaryota
1CIC	A	CAA24189.1	214.0			10090.0	mus_musculus	Eukaryota
3IGZ	B	CAD66620.1	561.0		25.0	5665.0	leishmania_mexicana	Eukaryota
2DWR	A	AAA66953.1	160.0			10941.0	human_rotavirus	Virus
2VO8	A	ABG84247.1	143.0		37.0	1502.0	clostridium_perfringens	Bacteria
3QQ4	A	AAM20974.1	275.0			9823.0	sus_scrofa	Eukaryota
3E2T	A	AAC60036.1	314.0		41.0	9031.0	gallus_gallus	Eukaryota
3P2N	A	CBM41465.1	408.0		34.0	63186.0	zobellia_galactanivorans	Bacteria
1K7J	A	BAA14801.2	206.0		37.0	562.0	escherichia_coli	Bacteria
3TBH	A	AEL31343.1	334.0		25.0	5661.0	leishmania_donovani	Eukaryota
4C4O	A	BAA24528.1	336.0		25.0	5480.0	candida_parapsilosis	Eukaryota
3HSY	A	AAH48248.1	376.0			10116.0	rattus_norvegicus	Eukaryota
4J1P	A	CAH56208.1	114.0		37.0	9606.0	homo_sapiens	Eukaryota
3W8K	A	BAA02563.2	380.0		34.0	573.0	klebsiella_pneumoniae	Bacteria
1ZKO	A	AAD35304.1	136.0		79.0	2336.0	thermotoga_maritima	Bacteria
2J3W	C	BAB25747.1				10090.0	mus_musculus	Eukaryota
3CS5	A	AAA89103.1	59.0		24.0	1140.0	synechococcus_elongatus	Bacteria
1O91	A	BAC32693.1	178.0			10090.0	mus_musculus	Eukaryota
1NH9	A	AAB98197.1	87.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
2FIU	A	AAK86112.1	99.0			176299.0	agrobacterium_fabrum	Bacteria
4HI8	A	CAG28601.1	179.0		37.0	9606.0	homo_sapiens	Eukaryota
2ZHZ	A	ABC37740.1	183.0		29.0	57975.0	burkholderia_thailandensis	Bacteria
1BS0	A	BAE76363.1	384.0		37.0	562.0	escherichia_coli	Bacteria
2CJW	A	AAA64911.1	192.0		37.0	9606.0	homo_sapiens	Eukaryota
4MLW	A	CAA44928.1	201.0			9913.0	bos_taurus	Eukaryota
1NB5	A	AAB93957.1	220.0			9823.0	sus_scrofa	Eukaryota
1ZC0	A	AAP88850.1	309.0		37.0	9606.0	homo_sapiens	Eukaryota
1PNO	A	ABC22981.1	180.0		28.0	1085.0	rhodospirillum_rubrum	Bacteria
4BX5	A	CAA27265.1	138.0		28.0	1895.0	streptomyces_avidinii	Bacteria
4MCJ	A	ABR42425.1	154.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
2V2G	A	AAY96294.1	233.0			6344.0	arenicola_marina	Eukaryota
2CWD	A	AAS81162.1	161.0		71.0	300852.0	thermus_thermophilus	Bacteria
3OFH	A	AAH14742.1	89.0			10090.0	mus_musculus	Eukaryota
3DGZ	A	BAA86986.2	488.0			10090.0	mus_musculus	Eukaryota
2R5T	A	CAR58098.1	373.0		37.0	9606.0	homo_sapiens	Eukaryota
3DDE	A	ABE57013.1	239.0		26.0	318161.0	shewanella_denitrificans	Bacteria
3OYZ	A	ADE04727.1	433.0		36.0	309800.0	haloferax_volcanii	Archaea
3GF6	A	AAO76340.1	224.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
1DZF	A	CAA85113.1	215.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
1HUU	A	AAA22532.1	90.0		65.0	1422.0	geobacillus_stearothermophilus	Bacteria
4Q51	A	CAR55861.1	281.0		30.0	216591.0	burkholderia_cenocepacia	Bacteria
1W94	A	AAB85185.1	156.0		65.0	145262.0	methanothermobacter_thermautotrophicus	Archaea
1KCM	A	AAC60690.1	270.0			10090.0	mus_musculus	Eukaryota
4BWR	A	AAN83742.1	467.0		36.0	199310.0	escherichia_coli	Bacteria
4FOL	A	CAA89359.1	299.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
4C7V	A	ABE00750.1	681.0		37.0	362948.0	lactobacillus_salivarius	Bacteria
2IN0	A	CAA41395.1	139.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
2FBD	A	AAQ20048.1	122.0			7370.0	musca_domestica	Eukaryota
2WB0	X	CAA26755.1	356.0			28285.0	human_adenovirus	Virus
4WNY	A	ABA53764.1	168.0		37.0	320372.0	burkholderia_pseudomallei	Bacteria
1L4D	B	CAA51351.1	122.0		37.0	119602.0	streptococcus_dysgalactiae	Bacteria
1A5T	A	BAA35906.1	334.0		36.0	83333.0	escherichia_coli	Bacteria
2Y5I	A	AAH95285.1	99.0			7955.0	danio_rerio	Eukaryota
3LNC	A	ABD43557.1	231.0			212042.0	anaplasma_phagocytophilum	Bacteria
2PO3	A	AAC68684.1	424.0		27.0	54571.0	streptomyces_venezuelae	Bacteria
1C1K	A	AAD42503.1	217.0		37.0	10665.0	enterobacteria_phage	Virus
3ECH	A	AAG03813.1	142.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
1OQC	A	AAF12808.1	125.0			10116.0	rattus_norvegicus	Eukaryota
3CHH	A	CAE02601.1	336.0		28.0	66431.0	streptomyces_thioluteus	Bacteria
3H92	A	AAC37088.1	92.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
1O82	A	CAA56076.1	70.0		36.3	1351.0	enterococcus_faecalis	Bacteria
3PS0	A	AAK41675.1	328.0		74.0	273057.0	sulfolobus_solfataricus	Archaea
3KCP	A	ABN54273.1	321.0			203119.0	clostridium_thermocellum	Bacteria
4NHB	A	ACL49427.1	341.0		31.0	525146.0	desulfovibrio_desulfuricans	Bacteria
1J8R	A	AAA24296.1	196.0		37.0	562.0	escherichia_coli	Bacteria
2IIZ	A	AAN53816.1	312.0		30.0	70863.0	shewanella_oneidensis	Bacteria
3WPC	A	ABD36388.2	802.0		38.0	9796.0	equus_caballus	Eukaryota
4AEQ	A	AAA23594.1	98.0		36.0	83333.0	escherichia_coli	Bacteria
1VKC	A	AAL80152.1	158.0		100.0	2261.0	pyrococcus_furiosus	Archaea
4LOX	A	CCC14789.1	302.0		24.0	771870.0	sordaria_macrospora	Eukaryota
1XW8	A	AAC73807.1	252.0		37.0	562.0	escherichia_coli	Bacteria
3HP4	A	ABF57909.2	185.0		26.0	336179.0	pseudoalteromonas_sp	Bacteria
1HUQ	A	AAH23027.1	164.0			10090.0	mus_musculus	Eukaryota
2FIP	A	CAA24482.1	115.0			10756.0	bacillus_phage	Virus
4E4W	A	ABC86946.1	285.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
1KO7	B	CAB51944.1			36.0	1288.0	staphylococcus_xylosus	Bacteria
4WEB	E	AAF01178.1	217.0			31649.0	hepatitis_c	Virus
1YRZ	A	BAB07402.1	528.0		31.0	272558.0	bacillus_halodurans	Bacteria
2VAN	A	AAH98668.1	245.0			10116.0	rattus_norvegicus	Eukaryota
4MYK	A	EAN95403.1	316.0		26.0	5693.0	trypanosoma_cruzi	Eukaryota
1FQI	A	AAC99480.1	147.0			9913.0	bos_taurus	Eukaryota
3GE3	C	AAA26000.1	84.0		34.0	300.0	pseudomonas_mendocina	Bacteria
3GL5	A	CAC38804.1	239.0		30.0	100226.0	streptomyces_coelicolor	Bacteria
3QF7	C	AAD36702.1	50.0		79.0	2336.0	thermotoga_maritima	Bacteria
3BPJ	A	AAF24039.1	80.0		37.0	9606.0	homo_sapiens	Eukaryota
4K9D	A	AAA57337.1	347.0			6279.0	brugia_malayi	Eukaryota
3HYH	A	AAB64904.1	275.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3PPQ	A	CAB15386.1	311.0		35.0	1423.0	bacillus_subtilis	Bacteria
3SJL	D	ABL72791.1	386.0		30.0	318586.0	paracoccus_denitrificans	Bacteria
4MNU	A	CAC98893.1	153.0		35.0	169963.0	listeria_monocytogenes	Bacteria
1DG6	A	AAH32722.1	191.0		37.0	9606.0	homo_sapiens	Eukaryota
1GAI	A	AAB59297.1	472.0		25.0	105351.0	aspergillus_awamori	Eukaryota
1KGI	A	AAA41802.1	127.0			10116.0	rattus_norvegicus	Eukaryota
4G8S	A	AAR33551.1	210.0		30.0	243231.0	geobacter_sulfurreducens	Bacteria
1O04	A	AAH71839.1	500.0		37.0	9606.0	homo_sapiens	Eukaryota
1XK5	A	EAW99245.1	204.0		37.0	9606.0	homo_sapiens	Eukaryota
4P7A	A	AAA85687.1	348.0		37.0	9606.0	homo_sapiens	Eukaryota
4BI9	A	AAZ13021.1	454.0		30.0	185431.0	trypanosoma_brucei	Eukaryota
3VTT	A	AAA99437.1	107.0			408870.0	dengue_virus	Virus
2FFY	A	AAA23441.1	358.0		37.0	562.0	escherichia_coli	Bacteria
4J0W	A	CAA04687.1	343.0		37.0	9606.0	homo_sapiens	Eukaryota
1WY2	A	BAA30249.1	351.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
4ROQ	A	CAX24134.1	324.0		29.0	661410.0	methylobacterium_extorquens	Bacteria
4TW5	A	EEU09041.1	272.0		28.0	574961.0	saccharomyces_cerevisiae	Eukaryota
1S7M	A	AAL79949.1	174.0		37.0	727.0	haemophilus_influenzae	Bacteria
2IU8	A	AAC67836.1	374.0		37.0	813.0	chlamydia_trachomatis	Bacteria
4XCK	A	ABQ18461.1	309.0		36.0	345073.0	vibrio_cholerae	Bacteria
2A3N	A	AAL23358.1	355.0			99287.0	salmonella_typhimurium	Bacteria
3D4U	A	AAI12650.1	309.0			9913.0	bos_taurus	Eukaryota
1INL	A	AAD35738.1	296.0		79.0	2336.0	thermotoga_maritima	Bacteria
2WEI	A	EAZ51424.1	287.0			353152.0	cryptosporidium_parvum	Eukaryota
2B81	A	AAP10314.1	323.0		31.0	1396.0	bacillus_cereus	Bacteria
4NES	A	AAB99517.1	374.0		80.0	243232.0	methanocaldococcus_jannaschii	Archaea
2FU2	A	AAX72928.1	102.0		37.0	1314.0	streptococcus_pyogenes	Bacteria
1SS4	A	AAP08723.1	153.0		31.0	1396.0	bacillus_cereus	Bacteria
2PLC	A	CAA38438.1	274.0		37.0	1639.0	listeria_monocytogenes	Bacteria
3IMM	A	ABR42265.1	201.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
3HHS	A	AAC37243.1	694.0			7130.0	manduca_sexta	Eukaryota
4IP8	A	AAI05797.1	105.0		37.0	9606.0	homo_sapiens	Eukaryota
3APS	A	AAH02207.1	122.0			10090.0	mus_musculus	Eukaryota
2Z1D	A	BAD89078.1	372.0		60.0	69014.0	thermococcus_kodakarensis	Archaea
1LLU	A	AAG08812.1	342.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
3D2W	A	AAH25544.1	89.0			10090.0	mus_musculus	Eukaryota
1P9E	A	AAP06948.1	331.0		29.0	165468.0	pseudomonas_sp	Bacteria
1RJD	A	AAB64876.1	334.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1TO6	A	CAM08628.1	371.0		37.0	65699.0	neisseria_meningitidis	Bacteria
4JVO	A	BAR77315.1	336.0		37.0	198094.0	bacillus_anthracis	Bacteria
3C97	A	BAE61925.1	140.0		25.0	510516.0	aspergillus_oryzae	Eukaryota
4FEK	A	BAB77701.1	262.0		23.0	103690.0	nostoc_sp	Bacteria
3CJP	A	AAK81269.1	272.0		37.0	272562.0	clostridium_acetobutylicum	Bacteria
1KRN	A	AAA60124.1	88.0		37.0	9606.0	homo_sapiens	Eukaryota
4K8G	A	ABP64534.1	422.0		30.0	279238.0	novosphingobium_aromaticivorans	Bacteria
4AAJ	A	AAL81831.1	228.0		100.0	2261.0	pyrococcus_furiosus	Archaea
3EW1	A	AAM55018.2	135.0		29.0	347834.0	rhizobium_etli	Bacteria
2GH9	A	AAS81630.1	386.0		71.0	262724.0	thermus_thermophilus	Bacteria
1O57	A	CAB11823.1	291.0		35.0	1423.0	bacillus_subtilis	Bacteria
3M6M	D	AAM41145.1	143.0		27.0	340.0	xanthomonas_campestris	Bacteria
2DKA	A	BAB00614.1	544.0		25.5	5476.0	candida_albicans	Eukaryota
2WKK	A	AAF34732.1	150.0		25.5	5346.0	coprinopsis_cinerea	Eukaryota
3U9L	A	CAC48874.1	324.0		27.0	382.0	rhizobium_meliloti	Bacteria
1ZL9	A	CAA86859.1	207.0			6239.0	caenorhabditis_elegans	Eukaryota
1RRO	A	AAA41756.1	108.0	53.6		10117.0	rattus_rattus	Eukaryota
2OZZ	A	AAP19315.1	231.0		35.0	42897.0	shigella_flexneri	Bacteria
2CS7	A	AAK75284.1	55.0		37.0	1313.0	streptococcus_pneumoniae	Bacteria
3E4G	A	AAV52866.1	176.0			9913.0	bos_taurus	Eukaryota
2ETS	A	BAB95202.1	128.0		37.0	196620.0	staphylococcus_aureus	Bacteria
3V47	C	CAA78776.1	425.0		37.0	98360.0	salmonella_dublin	Bacteria
3E0U	A	CAC85914.1	166.0		26.0	5693.0	trypanosoma_cruzi	Eukaryota
3HSH	A	AAA51864.1	56.0		37.0	9606.0	homo_sapiens	Eukaryota
4JRR	A	AAU26230.1	189.0		37.0	272624.0	legionella_pneumophila	Bacteria
3DKR	A	ACB47388.1	251.0		37.0	486408.0	lactobacillus_rhamnosus	Bacteria
4V29	A	AAY17416.1	177.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
1DI6	A	BAB96587.2	195.0		37.0	562.0	escherichia_coli	Bacteria
2Z0B	A	AAH27588.1	131.0		37.0	9606.0	homo_sapiens	Eukaryota
4KGQ	C	AAF33686.1	174.0		37.0	9606.0	homo_sapiens	Eukaryota
1UZM	A	CCP44243.1	247.0		37.0	83332.0	mycobacterium_tuberculosis	Bacteria
2BP3	A	EAW72746.1	97.0		37.0	9606.0	homo_sapiens	Eukaryota
4BAT	A	AAG05474.1	301.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
4LUN	U	AAA67724.1	316.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
3STO	A	AAA19730.3	406.0			6185.0	schistosoma_haematobium	Eukaryota
3VTC	A	AAA41089.1	271.0			10116.0	rattus_norvegicus	Eukaryota
4MN4	C	BAA06510.1	163.0		36.0	511145.0	escherichia_coli	Bacteria
1RQ2	A	CCP44926.1	382.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
4IDI	A	EAA18635.1	144.0			73239.0	plasmodium_yoelii	Eukaryota
4EDG	A	BAA19493.1	329.0		37.0	1280.0	staphylococcus_aureus	Bacteria
3LWT	X	CAA82057.1	505.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1QME	A	AAK74511.1	702.0		37.0	1313.0	streptococcus_pneumoniae	Bacteria
2OWL	A	AAC73496.1	303.0		37.0	562.0	escherichia_coli	Bacteria
1XMK	A	EAW53183.1	79.0		37.0	9606.0	homo_sapiens	Eukaryota
3FF2	A	ABD26736.1	117.0		30.0	279238.0	novosphingobium_aromaticivorans	Bacteria
3V43	A	AAC50662.1	112.0		37.0	9606.0	homo_sapiens	Eukaryota
3AHX	A	AAQ00997.1	453.0		37.0	1493.0	clostridium_cellulovorans	Bacteria
1Z7D	A	EAA20544.1	433.0			73239.0	plasmodium_yoelii	Eukaryota
2FFQ	A	AAF61637.1	171.0		37.0	9606.0	homo_sapiens	Eukaryota
1J83	A	AAB40891.1	180.0		37.0	1493.0	clostridium_cellulovorans	Bacteria
1BM9	A	CAA29534.1	122.0		35.0	1423.0	bacillus_subtilis	Bacteria
3OBI	A	CAE29473.1	288.0		29.0	258594.0	rhodopseudomonas_palustris	Bacteria
2J7Q	A	CAP08095.1	232.0			10366.0	murid_herpesvirus	Virus
3BUJ	A	AAM94799.1	397.0		27.3	1877.0	micromonospora_echinospora	Bacteria
3CWI	A	ABB31799.1	78.0		30.0	269799.0	geobacter_metallireducens	Bacteria
2PW0	A	AAN53427.1	397.0		30.0	70863.0	shewanella_oneidensis	Bacteria
3PQU	A	AAM63532.1	570.0		37.0	716.0	actinobacillus_suis	Bacteria
4PMJ	A	CAC46691.1	281.0		28.0	266834.0	rhizobium_meliloti	Bacteria
3GLD	A	AAZ50728.1	295.0		37.0	301447.0	streptococcus_pyogenes	Bacteria
3P6B	A	AAC06139.1	205.0			1515.0	clostridium_thermocellum	Bacteria
2W8D	A	CAB12600.1	436.0		35.0	1423.0	bacillus_subtilis	Bacteria
3NTK	A	AAF46693.1	169.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
1T82	A	AAN57364.1	155.0		30.0	211586.0	shewanella_oneidensis	Bacteria
3HE0	A	BAC58303.1	196.0		25.0	670.0	vibrio_parahaemolyticus	Bacteria
3N4I	B	AAA16182.1	165.0		28.0	1901.0	streptomyces_clavuligerus	Bacteria
4PY9	A	BAD50642.1	343.0		37.0	817.0	bacteroides_fragilis	Bacteria
3GD6	A	BAC14799.1	391.0		29.0	221109.0	oceanobacillus_iheyensis	Bacteria
1XRK	A	CAA37050.1	124.0		27.0	2017.0	streptoalloteichus_hindustanus	Bacteria
2FDN	A	AFS77196.1	55.0		37.0	1556.0	clostridium_acidurici	Bacteria
3PVI	A	AAA96334.1	157.0		36.0	585.0	proteus_vulgaris	Bacteria
4ITK	A	EDO99795.1	105.0		23.0	3055.0	chlamydomonas_reinhardtii	Eukaryota
3V9W	A	AAC37008.1	235.0		36.0	83333.0	escherichia_coli	Bacteria
1P7K	L	CAA24189.1				10090.0	mus_musculus	Eukaryota
4BVA	A	AAH45159.1	335.0			10090.0	mus_musculus	Eukaryota
1WB9	A	AAD00926.1	800.0		37.0	562.0	escherichia_coli	Bacteria
1ULI	B	BAA06869.1	187.0		29.0	101510.0	rhodococcus_jostii	Bacteria
1UIZ	A	AAH97727.1	115.0		15.0	8355.0	xenopus_laevis	Eukaryota
4I71	A	AAZ10330.1	330.0					
1BCO	A	AAF01083.1	327.0			10677.0	escherichia_phage	Virus
3BH2	A	CAA51347.1	244.0		37.0	272562.0	clostridium_acetobutylicum	Bacteria
4LUG	A	BAH30256.1	180.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
1NEZ	G	AAA39478.1	128.0			10090.0	mus_musculus	Eukaryota
2PNE	A	ABB03725.1	81.0			351090.0	hypogastrura_harveyi	Eukaryota
4LLO	A	AAI09014.1	177.0			10090.0	mus_musculus	Eukaryota
3LM2	A	AAK88613.1	226.0			176299.0	agrobacterium_fabrum	Bacteria
4MLP	C	AAH54794.1				10090.0	mus_musculus	Eukaryota
4HBZ	A	ACV81243.1	186.0		28.0	479431.0	nakamurella_multipartita	Bacteria
1UBD	C	AAH65366.1	124.0		37.0	9606.0	homo_sapiens	Eukaryota
1O5O	A	AAD35803.1	221.0		79.0	2336.0	thermotoga_maritima	Bacteria
4Q2T	A	AAH00528.1	607.0		37.0	9606.0	homo_sapiens	Eukaryota
1XW6	A	CAA30821.1	218.0		37.0	9606.0	homo_sapiens	Eukaryota
4HDO	A	AAS07420.1	322.0		37.0	9606.0	homo_sapiens	Eukaryota
4CKK	A	AAP17645.1	493.0		37.0	562.0	escherichia_coli	Bacteria
3U27	E	ACV37996.1			37.0	523794.0	leptotrichia_buccalis	Bacteria
3ZTE	L	AAU23939.2			42.0	1402.0	bacillus_licheniformis	Bacteria
4L8N	A	ABR43003.1	457.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
1MSK	A	AAA02995.1	331.0		36.0	83333.0	escherichia_coli	Bacteria
2HDV	A	AAD41655.1	111.0			10090.0	mus_musculus	Eukaryota
2I7F	A	ABM79783.1	108.0		30.0	13690.0	sphingobium_yanoikuyae	Bacteria
1D0B	A	AAA25290.1	213.0	42.1	37.0	1639.0	listeria_monocytogenes	Bacteria
4L2W	C	BAD92202.1			37.0	9606.0	homo_sapiens	Eukaryota
4HN8	A	ABP83979.1	473.0		34.0	399739.0	pseudomonas_mendocina	Bacteria
4R3F	A	EGS23824.1	204.0		44.0	759272.0	chaetomium_thermophilum	Eukaryota
3U9R	B	AAG05402.1	555.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
4FNV	A	AAO79767.1	702.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
2CKL	B	BAC41075.1	165.0			10090.0	mus_musculus	Eukaryota
4I4C	A	ADJ68052.1	415.0		37.0	672.0	vibrio_vulnificus	Bacteria
2F46	A	CAM10832.1	156.0		37.0	122587.0	neisseria_meningitidis	Bacteria
4M5S	A	AAA60267.1	87.0		37.0	9606.0	homo_sapiens	Eukaryota
3ROS	A	AAV43445.1	484.0		37.0	1579.0	lactobacillus_acidophilus	Bacteria
4FM3	A	AAG06289.1	98.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
3UH8	A	AAK38065.1	128.0			35345.0	lactococcus_phage	Virus
3AYR	A	AAF00074.2	376.0			73428.0	piromyces_rhizinflatus	Eukaryota
1Y6H	A	AAK70806.1	177.0		29.0	173.0	leptospira_interrogans	Bacteria
4KWA	A	ACU96662.1	195.0		46.0	471857.0	saccharomonospora_viridis	Bacteria
1J02	A	AAA41346.1	267.0			10116.0	rattus_norvegicus	Eukaryota
1YQS	A	CAA28756.1	349.0		28.0	31952.0	streptomyces_sp	Bacteria
3W94	A	BAF57203.1	235.0			8090.0	oryzias_latipes	Eukaryota
4JB1	A	AAG06365.1	340.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
3BN3	B	AAC97931.1	196.0		37.0	9606.0	homo_sapiens	Eukaryota
4PFQ	A	ACU85122.1	207.0		29.0	446465.0	brachybacterium_faecium	Bacteria
2PQ8	A	BAB14827.1	278.0		37.0	9606.0	homo_sapiens	Eukaryota
3EJH	A	CAC20427.1	93.0		37.0	9606.0	homo_sapiens	Eukaryota
2WB3	A	AAK34249.1	157.0		37.0	1314.0	streptococcus_pyogenes	Bacteria
4HJ1	A	AAA47450.1	432.0			11588.0	rift_valley	Virus
2WP1	A	AAK50736.1	126.0			10090.0	mus_musculus	Eukaryota
3OZP	A	ABI81756.1	572.0			93504.0	ostrinia_furnacalis	Eukaryota
1JBW	A	AAA88210.1	428.0		37.0	1582.0	lactobacillus_casei	Bacteria
4HTC	I	AAA29195.1	65.0			6421.0	hirudo_medicinalis	Eukaryota
3PIJ	A	ABN04092.1	526.0		37.0	216816.0	bifidobacterium_longum	Bacteria
3OOU	A	CAC97348.1	108.0		35.0	1642.0	listeria_innocua	Bacteria
3LIG	A	ABD97344.1	634.0		25.0	34381.0	aspergillus_japonicus	Eukaryota
2V8P	A	AAC07027.1	271.0		90.0	63363.0	aquifex_aeolicus	Bacteria
1Q40	B	AOW31143.1	219.0		25.5	5476.0	candida_albicans	Eukaryota
4P6Q	A	AAK52750.1	286.0		37.0	9606.0	homo_sapiens	Eukaryota
3N2S	A	CAA51599.1	249.0		35.0	1423.0	bacillus_subtilis	Bacteria
3IO3	A	CAG86944.1	348.0		25.3	4959.0	debaryomyces_hansenii	Eukaryota
1H4R	A	AAK54196.1	314.0		37.0	9606.0	homo_sapiens	Eukaryota
4MO0	A	AAB98452.1	102.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
4ARC	A	BAA35289.1	880.0		36.0	83333.0	escherichia_coli	Bacteria
3DLC	A	CAF30735.1	219.0		37.0	39152.0	methanococcus_maripaludis	Archaea
3CUI	A	AAA56791.1	315.0		30.0	1708.0	cellulomonas_fimi	Bacteria
1PT6	A	AAI37123.1	213.0		37.0	9606.0	homo_sapiens	Eukaryota
1GD2	E	BAA87082.1	70.0		27.5	4896.0	schizosaccharomyces_pombe	Eukaryota
1PHP	A	CAA41093.1	394.0		65.0	1422.0	geobacillus_stearothermophilus	Bacteria
1VTN	C	BAD97193.1	102.0		37.0	9606.0	homo_sapiens	Eukaryota
2GBZ	A	AAM41448.1	194.0		27.0	340.0	xanthomonas_campestris	Bacteria
1HI9	A	CAA05572.1	274.0		35.0	1423.0	bacillus_subtilis	Bacteria
4U9P	A	AAB99102.1	242.0		80.0	243232.0	methanocaldococcus_jannaschii	Archaea
1K8K	G	AAI03338.1	151.0			9913.0	bos_taurus	Eukaryota
3K11	A	AAO79281.1	445.0		37.0	226186.0	bacteroides_thetaiotaomicron	Bacteria
4UF0	A	ABA25870.1	478.0		37.0	9606.0	homo_sapiens	Eukaryota
1EU1	A	BAA07615.1	780.0		31.0	1063.0	rhodobacter_sphaeroides	Bacteria
3NRX	A	BAG59623.1	130.0		37.0	9606.0	homo_sapiens	Eukaryota
4P0D	A	AAT86295.1	489.0		37.0	286636.0	streptococcus_pyogenes	Bacteria
4O3M	A	AAI15031.1	659.0		37.0	9606.0	homo_sapiens	Eukaryota
